Version,File Name,size,LOC Touched,NR,Atuthors Number,Churn,AVG Churn,MAX Churn,ChangeSetSize,MAX ChangeSetSize,AVG ChangeSetSize,Age,Defective
0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,44,80,2,2,76,38,76,452,281,226,35,false
1,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,11,0,0,2,0,0,0,0,0,0,61,false
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,321,397,4,3,355,88,211,51,25,12,14,true
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,45,4,1,3,0,0,0,25,25,25,61,false
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,45,57,2,1,55,27,51,6,4,3,20,false
1,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java,18,29,1,1,29,29,29,16,16,16,10,false
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,21,35,2,2,31,15,32,19,13,9,18,false
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,100,0,0,1,0,0,0,0,0,0,61,false
1,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,113,19,1,3,-1,-1,0,26,26,26,61,false
1,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,67,0,0,3,0,0,0,0,0,0,61,false
1,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,50,9,1,3,9,9,9,16,16,16,61,false
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,529,303,10,4,91,9,43,70,25,7,61,true
1,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,32,0,0,1,0,0,0,0,0,0,61,false
1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,13,2,1,2,0,0,0,36,36,36,61,true
1,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java,4,7,1,1,7,7,7,4,4,4,11,false
1,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,141,17,1,3,13,13,13,36,36,36,61,true
1,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,37,0,0,2,0,0,0,0,0,0,61,false
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,46,0,0,2,0,0,0,0,0,0,61,false
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,111,8,1,3,2,2,2,14,14,14,61,true
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,49,111,2,1,63,31,82,15,9,7,11,true
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,194,59,5,4,47,9,38,46,25,9,61,true
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,111,33,2,2,-9,-4,3,11,6,5,26,true
1,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,24,0,0,1,0,0,0,0,0,0,61,false
1,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,354,405,2,1,399,199,398,43,36,21,17,true
1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,46,2,1,3,0,0,0,9,9,9,61,false
1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,35,0,0,1,0,0,0,0,0,0,61,false
1,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,8,0,0,2,0,0,0,0,0,0,61,false
